spec_no,loc_ID_num,phylum,class,ordr,family,originalGenus,genus,subgenus,originalSubgenus,originalSpecies,species,subspecies,modifiers,num_individuals,element,field_num,Associated With ,ID by,ID date,Catalogued by,Notes
300245,V17015,,Bivalvia,,,,,,,,,,,1,external mold,JPW 06-12-2012/4,"Associated with 300246, 300247, 300248","Robins, Cristina",10-30-2017,"Dangsangtong, Peter",
300246,V17015,,Bivalvia,,,,,,,,,,,1,internal mold,JPW 06-12-2012/4,"Associated with 300245, 300247, 300248","Robins, Cristina",10-30-2017,"Dangsangtong, Peter",
300247,V17015,,Bivalvia,,,,,,,,,,,1,internal mold,JPW 06-12-2012/4,"Associated with 300245, 300246, 300248","Robins, Cristina",10-30-2017,"Dangsangtong, Peter",
300248,V17015,,Bivalvia,,,,,,,,,,,1,internal mold,JPW 06-12-2012/4,"Associated with 300245, 300246, 300247","Robins, Cristina",10-30-2017,"Dangsangtong, Peter",
300249,V17015,,Bivalvia,,,,Mytilus,,,,,,,1,shell,JPW 07-09-2012/3,,"Robins, Cristina",11-03-2017,"Dangsangtong, Peter",
300250,V17018,Ichnofossil,,,,,Teredolites,,,,,,,,burrows,JPW 07-04-2012/1,1 piece,"Robins, Cristina",11-03-2017,"Dangsangtong, Peter",
300251,V17018,,Bivalvia,,,,,,,,,,,1,external mold,JPW 12-28-2011/3,"Associated with 300252, 300253","Robins, Cristina",11-03-2017,"Dangsangtong, Peter",
300252,V17018,,Bivalvia,,,,,,,,,,,1,internal mold,JPW 12-28-2011/3,"Associated with 300251, 300253","Robins, Cristina",11-03-2017,"Dangsangtong, Peter",
300253,V17018,,Bivalvia,,,,,,,,,,,1,internal mold,JPW 12-28-2011/3,"Associated with 300251, 300252","Robins, Cristina",11-03-2017,"Dangsangtong, Peter",
300254,V17015,,Bivalvia,,,,,,,,,,,1,shell,JPW 06-12-2012/2,"Associated with 300255, 300256, 300257","Robins, Cristina",11-03-2017,"Dangsangtong, Peter",
300255,V17015,,Bivalvia,,,,,,,,,,,1,shell,JPW 06-12-2012/2,"Associated with 300254, 300256, 300257","Robins, Cristina",11-03-2017,"Dangsangtong, Peter",
300256,V17015,,Bivalvia,,,,,,,,,,,1,shell,JPW 06-12-2012/2,"Associated with 300254, 300255, 300257","Robins, Cristina",11-03-2017,"Dangsangtong, Peter",
300257,V17015,,Bivalvia,,,,,,,,,,,1,shell,JPW 06-12-2012/2,"Associated with 300254, 300255, 300256","Robins, Cristina",11-03-2017,"Dangsangtong, Peter",
300258,V17011,Ichnofossil,,,,,Teredolites,,,,,,,,burrows,JPW 04-22-2014/2,25 pieces,"Robins, Cristina",11-06-2017,"Idgunji, Sidhant",
300259,V17015,,Bivalvia ,,,,Mytilus,,,,,,,1,shell,JPW 07-09-2012/2,,"Robins, Cristina",11-06-2017,"Idgunji, Sidhant",
300260,V17018,,Bivalvia ,,,,Mytilus,,,,,,,1,shell,JPW 07-04-2012/2,,"Robins, Cristina",11-06-2017,"Idgunji, Sidhant",
300261,V17018,,,,,,Patinopecten,,,,,,,1,shell,JPW 05-15-2012/1,,"Robins, Cristina",11-06-2017,"Idgunji, Sidhant",
300262,V17013,,,,,,Patinopecten,,,,,,,1,shell,JPW 05-19-2014/4,,"Robins, Cristina",11-06-2017,"Idgunji, Sidhant",
300263,V17018,,Bivalvia,,,,,,,,,,,,cast; internal mold,JPW 01-24-2012/1,,"Robins, Cristina",11-06-2017,"Idgunji, Sidhant",
300264,V17013,,Bivalvia,,,,,,,,,,,,shell,JPW 03-07-2012/1,,"Robins, Cristina",11-06-2017,"Idgunji, Sidhant",
300265,V17013,,Gastropoda,,,,,,,,,,,1,shell fragment,JPW 08-11-2015/1,,"Robins, Cristina",11-06-2017,"Idgunji, Sidhant",
300266,V17017,,Echinodermata,,,,,,,,,,,1,cast ,JPW 01-23-2012/10,,"Robins, Cristina",11-06-2017,"Idgunji, Sidhant",
300267,V17013 (not on locality list) ,,Bivalvia,,,,,,,,,,,1,internal mold,JPW 09-22-2014/3,,"Robins, Cristina",11-06-2017,"Idgunji, Sidhant",
300268,V17011,,Bivalvia,,,,,,,,,,,1,cast,JPW 01-27-2015/1,,"Robins, Cristina",11-07-2017,"Idgunji, Sidhant",
300269,V17018,,Bivalvia,,,,,,,,,,,1,cast,JPW 01-24-2012/5,additional poorly preserved bivalve,"Robins, Cristina",11-07-2017,"Idgunji, Sidhant",
300270,V17013,,,,,,Patinopecten,,,,,,,1,cast,JPW 08-27-2015,,"Robins, Cristina",11-07-2017,"Idgunji, Sidhant",
300271,V17013 (not on locality list),,,,,,Patinopecten,,,,,,,1,shell,JPW 09-22-2014/2,,"Robins, Cristina",11-07-2017,"Idgunji, Sidhant",
300272,V17003,,,,,,Patinopecten,,,,,,,1,shell,JPW 02-14-2013/1,,"Robins, Cristina",11-07-2017,"Idgunji, Sidhant",
300273,V17013,,,,,,Patinopecten,,,,,,,1,internal mold,JPW 08-10-2015/1,Associated with 300274,"Robins, Cristina",11-07-2017,"Idgunji, Sidhant",
300274,V17013,,Pectinidae,,,,,,,,,,,1,shell,JPW 08-10-2015/1,"fossil with shell and auracles, associated with 300273","Robins, Cristina",11-07-2017,"Idgunji, Sidhant",
300275,V17013,,Gastropoda,,,,,,,,,,,1,shell,JPW 10-20-2015/1,,"Robins, Cristina",11-07-2017,"Idgunji, Sidhant",
300276,V17009,,,,,,Patinopecten,,,,,,,1,shell,JPW 11-13-2014/6,,"Robins, Cristina",11-07-2017,"Idgunji, Sidhant",
300277,V17018,,,,,,Patinopecten,,,,,,,1,shell fragment; internal mold,JPW 02-09-2012/1,,"Robins, Cristina",11-07-2017,"Idgunji, Sidhant",
300278,V17014,,Gastropoda,,,, ,,,,,,,1,shell,JPW 04-08-2013/2,,"Robins, Cristina",11-07-2017,"Idgunji, Sidhant",
300279,V17017,,Bivalvia,,,,,,,,,,,1,cast,JPW 01-23-2012/7,,"Robins, Cristina",11-07-2017,"Idgunji, Sidhant",
300280,V17011,,Bivalvia,,,,,,,,,,,1,shell,JPW 07-17-2014/1,"Associated with 300281, 300282, 300283","Robins, Cristina",11-13-2017,"Ross, Xena",
300281,V17011,,Bivalvia,,,,,,,,,,,1,shell,JPW 07-17-2014/1,"Associated with 300280, 300282, 300283","Robins, Cristina",11-13-2017,"Ross, Xena",
300282,V17011,,Bivalvia,,,,,,,,,,,1,internal mold,JPW 07-17-2014/1,"Associated wth 400280. 300281, 300283","Robins, Cristina",11-13-2017,"Ross, Xena",
300283,V17011,,Bivalvia,,,,,,,,,,,1,shell,JPW 07-17-2014/1,"Associated with 300280, 3002821, 300282","Robins, Cristina",11-13-2017,"Ross, Xena",
300284,V17013,Mollusca,,,,,,,,,,,,,mollusk hash,JPW 01-09-2014/1,"Associated with 300285, 300286, 300287, 300288, 300289","Robins, Cristina",11-13-2017,"Ross, Xena",
300285,V17013,,,Pectinidae,,,,,,,,,,1,shell fragment,JPW 01-09-2014/1,"Associated with 300284, 300286, 300287, 300288, 300289","Robins, Cristina",11-13-2017,"Ross, Xena",
300286,V17013,,Gastropoda,,,,,,,,,,,1,internal mold,JPW 01-09-2014/1,"Associated with 300284, 300285, 300287, 300288, 300289","Robins, Cristina",11-13-2017,"Ross, Xena",
300287,V17013,,Gastropoda,,,,,,,,,,,1,shell fragment,JPW 01-09-2014/1,"Associated with 300284, 300285, 300286, 300288, 300289","Robins, Cristina",11-13-2017,"Ross, Xena",
300288,V17013,,Cirripedia,,,,,,,,,,,1,external mold,JPW 01-09-2014/1,"Associated with 300284, 300285, 300286, 300287, 300289","Robins, Cristina",11-13-2017,"Ross, Xena",
300289,V17013,,Gastropoda,,,,,,,,,,,1,shell,JPW 01-09-2014/1,"Associated with 300284, 300285, 300286, 300287, 300288","Robins, Cristina",11-13-2017,"Ross, Xena",
300290,V17013,,,,,,Patinopecten,,,,,,,1,shell,JPW 11-16-2011/1,Multiple Pecten in Fossil,"Robins, Cristina",11-13-2017,"Ross, Xena",
300291,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 03-15-2012/1,"Associated with 300292, 300293, 300294, 300295, 300296, 300297, 300298, 300299, 300300, 300301, 300302, 300303, 300304, 300305, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300292,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 03-15-2012/1,"Associated with 300291, 300293, 300294, 300295, 300296, 300297, 300298, 300299, 300300, 300301, 300302, 300303, 300304, 300305, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300293,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 03-15-2012/1,"Associated with 300291, 300292, 300294, 300295, 300296, 300297, 300298, 300299, 300300, 300301, 300302, 300303, 300304, 300305, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300294,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300295, 300296, 300297, 300298, 300299, 300300, 300301, 300302, 300303, 300304, 300305, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300295,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300296, 300297, 300298, 300299, 300300, 300301, 300302, 300303, 300304, 300305, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300296,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295,, 300297, 300298, 300299, 300300, 300301, 300302, 300303, 300304, 300305, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300297,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295, 300296, 300298, 300299, 300300, 300301, 300302, 300303, 300304, 300305, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300298,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295, 300296, 300297,300299, 300300, 300301, 300302, 300303, 300304, 300305, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300299,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295, 300296, 300297, 300298, 300300, 300301, 300302, 300303, 300304, 300305, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300300,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295, 300296, 300297, 300298, 300299, 300301, 300302, 300303, 300304, 300305, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300301,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295, 300296, 300297, 300298, 300299, 300300, 300302, 300303, 300304, 300305, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300302,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295, 300296, 300297, 300298, 300299, 300300, 300301, 300303, 300304, 300305, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300303,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295, 300296, 300297, 300298, 300299, 300300, 300301, 300302, 300304, 300305, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300304,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295, 300296, 300297, 300298, 300299, 300300, 300301, 300302, 300303, 300305, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300305,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295, 300296, 300297, 300298, 300299, 300300, 300301, 300302, 300303, 300304, 300306, 300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300306,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295, 300296, 300297, 300298, 300299, 300300, 300301, 300302, 300303, 300304, 300305,300307, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300307,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295, 300296, 300297, 300298, 300299, 300300, 300301, 300302, 300303, 300304, 300305, 300306, 300308, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300308,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295, 300296, 300297, 300298, 300299, 300300, 300301, 300302, 300303, 300304, 300305, 300306, 300307, 300309, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300309,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295, 300296, 300297, 300298, 300299, 300300, 300301, 300302, 300303, 300304, 300305, 300306, 300307, 300308, 300310","Robins, Cristina",11-13-2017,"Ross, Xena",
300310,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 03-15-2012/1,"Associated with 300291, 300292, 300293, 300294, 300295, 300296, 300297, 300298, 300299, 300300, 300301, 300302, 300303, 300304, 300305, 300306, 300307, 300308, 300309","Robins, Cristina",11-13-2017,"Ross, Xena",
300311,V17013,,Bivalvia,,,,,,,,,,,,shell,JPW 07-28-2015/1,"Associated with 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300312,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 07-28-2015/1,"Associated with 300311, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300313,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 07-28-2015/1,"Associated with 300311, 300312, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300314,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300315,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 30031, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300316,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300317,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300318,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300319,V17018,,Bivalvia,,,,,,,,,,,,shell ,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300320,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300321,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300322,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300323,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300324,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300325,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300326,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300327, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300327,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300328, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300328,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300329, 300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300329,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328,300330, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300330,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300331, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300331,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300332, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300332,V17018,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300333, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
300333,V17018,,Bivalvia,,,,,,,,,,,,shell,JPW 07-28-2015/1,"Associated with 300311, 300312, 300313, 300314, 300315, 300316, 300317, 300318, 300319, 300320, 300321, 300322, 300323, 300324, 300325, 300326, 300327, 300328, 300329, 300330, 300331, 300332, 300334, 300335, 300336, 300337, 300338, 300339, 300340, 300341, 300342, 300343, 300344","Robins, Cristina",11-13-2017,"Ross, Xena",
